Date,ForwardReturn
2022-03-02,-0.030622649317848544
2022-03-03,-0.007529904975719678
2022-03-04,-0.028363902548240026
2022-03-07,0.0254007408066104
2022-03-08,0.022720519834323195
2022-03-09,-0.0029844149629728207
2022-03-10,-0.023980061988362344
2022-03-11,-0.02848197209224652
2022-03-14,0.015468007269516151
2022-03-15,0.049750757080148984
2022-03-16,0.0035079222460452086
2022-03-17,0.03599314703880412
2022-03-18,-0.007396492112867015
2022-03-21,0.022880166712131687
2022-03-22,-0.016755947264219966
2022-03-23,0.019029040041111625
2022-03-24,0.0004978853274876533
2022-03-25,0.015444151399624285
2022-03-28,0.01388279180172464
2022-03-29,-0.016495905378761985
2022-03-30,-0.004072980513338868
2022-03-31,-0.007173675327962629
2022-04-01,0.032705722475554005
2022-04-04,-0.03123744805201313
2022-04-05,-0.047022536365084265
2022-04-06,-0.0010214934854349692
2022-04-07,-0.026035987029279218
2022-04-08,-0.027479070256543614
2022-04-11,-0.0020099497099920574
2022-04-12,0.02031801337748343
2022-04-13,-0.025561759250930172
2022-04-14,0.016545726480819742
2022-04-18,0.013144175775284529
2022-04-19,-0.04569047769042779
2022-04-20,-0.021693063515022634
2022-04-21,-0.004239901582985733
2022-04-22,0.0008138446984005641
2022-04-25,-0.03958281785990462
2022-04-26,-0.013558583768159932
2022-04-27,0.043911046907666694
2022-04-28,-0.029327409387642944
2022-04-29,0.04122477082383221
2022-05-02,0.006006259917171404
2022-05-03,0.01931760045064054
2022-05-04,-0.04593258709293213
2022-05-05,-0.015932636888370114
2022-05-06,-0.047395267700054575
2022-05-09,0.014652553160466843
2022-05-10,-0.036923995172560904
2022-05-11,0.0038794108488824437
2022-05-12,0.044070686865895756
2022-05-13,-0.02363176479784952
2022-05-16,0.0293066852988092
2022-05-17,-0.012400870989055512
2022-05-18,-0.00036335553219239616
2022-05-19,-0.023958925716233582
2022-05-20,4.7419188733272e-05
2022-05-23,-0.05340615532581332
2022-05-24,0.029655724370175322
2022-05-25,0.03438209316273424
2022-05-26,0.03437810026535287
2022-05-27,0.011179077382592564
2022-05-31,0.0028660036708554656
2022-06-01,0.041308653346755694
2022-06-02,-0.03863830838999262
2022-06-03,0.008290355140052934
2022-06-06,-0.0058975984765156685
2022-06-07,0.0006528422696992723
2022-06-08,-0.009940074871089399
2022-06-09,-0.03126443102352659
2022-06-10,-0.02790406409772217
2022-06-13,0.019445250169160683
2022-06-14,0.0328243690842935
2022-06-15,-0.02816792162706916
2022-06-16,0.015793730476180056
2022-06-17,-0.00207619765775003
2022-06-21,-0.015262687157655528
2022-06-22,-0.008961903738454124
2022-06-23,0.019371466182540233
2022-06-24,-0.00500641092781318
2022-06-27,-0.01609105960930564
2022-06-28,-0.007254496359773447
2022-06-29,-0.013861710280998179
2022-06-30,-0.011591321829635851
2022-07-01,0.03188920213822058
2022-07-05,0.003984301514701468
2022-07-06,0.02203781184594471
2022-07-07,0.0011837093840784722
2022-07-08,-0.03365733626787205
2022-07-11,-0.002707345161715169
2022-07-12,0.007814583461029246
2022-07-13,0.005717606507844586
2022-07-14,0.0011064206567498389
2022-07-15,0.016556741413676985
2022-07-18,0.028361229695508614
2022-07-19,0.0291441305338834
2022-07-20,0.0162446577471975
2022-07-21,-0.037976548940522346
2022-07-22,-0.009399428562249908
2022-07-25,-0.033030361655114915
2022-07-26,0.05598472650479652
2022-07-27,-0.0118006589180593
2022-07-28,0.03862019309532178
2022-07-29,-0.0007682566085668713
2022-08-01,0.015529954226043495
2022-08-02,0.02141009664271093
2022-08-03,0.012125483767044675
2022-08-04,-0.01829127811122381
2022-08-05,-0.006814589330123411
2022-08-08,-0.01107691318372069
2022-08-09,0.028958850174467754
2022-08-10,0.006416754996747349
2022-08-11,0.013637798984450944
2022-08-12,-0.0023244936459653484
2022-08-15,-0.01895903523250593
2022-08-16,-0.010568710064585951
2022-08-17,0.006910953528041656
2022-08-18,-0.025123839030875856
2022-08-19,-0.010887984987426547
2022-08-22,0.01193492687184449
2022-08-23,0.004899414674617864
2022-08-24,0.005306595661536712
2022-08-25,-0.019439682739265517
2022-08-26,-0.004068526782103965
2022-08-29,-0.008862761055646328
2022-08-30,0.006860904019128802
2022-08-31,-0.023592204555977266
2022-09-01,-0.002349490509723117
2022-09-02,-0.004654101484457085
2022-09-06,0.013309261408979938
2022-09-07,0.005095205946024495
2022-09-08,0.022815635894531106
2022-09-09,0.002624490880475819
2022-09-12,-0.041468358039890046
2022-09-13,-0.0017954470832312755
2022-09-14,-0.035611317459428894
2022-09-15,-0.01085172535139548
2022-09-16,0.007172993850694549
2022-09-19,-0.010189921217647457
2022-09-20,-0.003164829355667146
2022-09-21,-0.021665525213283306
2022-09-22,-0.015512807093964427
2022-09-23,-0.002142293680751587
2022-09-26,0.01839487827692421
2022-09-27,0.01150489512503462
2022-09-28,-0.02328585887702158
2022-09-29,0.0016332372836035062
2022-09-30,-0.001699907375626867
2022-10-03,0.022701728175805635
2022-10-04,-0.0013278806945725549
2022-10-05,0.021952991991548126
2022-10-06,-0.02910095349469417
2022-10-07,-0.006441105405134942
2022-10-10,-0.018105061416310058
2022-10-11,-0.0017031102775374933
2022-10-12,0.0036144649955142036
2022-10-13,-0.023600114247616828
2022-10-14,0.03584405229612894
2022-10-17,0.004755316018044964
2022-10-18,0.008225189386368563
2022-10-19,-0.0058998520067110784
2022-10-20,-0.0017908614448058184
2022-10-21,-0.012577927524440577
2022-10-24,0.020499117483435823
2022-10-25,-0.030653257328345902
2022-10-26,-0.05064465876093668
2022-10-27,-0.0073175126993764925
